pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves,description
651,Quilladin,grass,,61,78,95,56,58,57,6,0.7,29.0,0,Body Slam;Grass Pledge;Zen Headbutt;Focus Punch;Dig;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Sludge Bomb;Giga Drain;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Iron Tail;Seed Bomb;Vine Whip;Thunder Punch;Bite;Smack Down;Mud Shot;Dual Chop;Payback;Retaliate;Energy Ball;Cut;Drain Punch;Facade;Rollout;Strength;Needle Arm;Hidden Power;Low Sweep;Snore,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,Chesnaught,grass,fighting,88,107,122,74,75,64,6,1.6,90.0,0,Body Slam;Grass Pledge;Zen Headbutt;Focus Punch;Dig;Feint;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Sludge Bomb;Giga Drain;Focus Blast;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Iron Tail;Earthquake;Seed Bomb;Vine Whip;Thunder Punch;Bite;Dragon Claw;Smack Down;Mud Shot;Dual Chop;Frenzy Plant;Payback;Retaliate;Energy Ball;Cut;Drain Punch;Facade;Hyper Beam;Rollout;Strength;Needle Arm;Hidden Power;Low Sweep;Hammer Arm;Snore;Giga Impact,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,Fennekin,fire,,40,45,40,62,60,60,6,0.4,9.4,0,Psyshock;Thief;Psybeam;Round;Covet;Incinerate;Iron Tail;Scratch;Ember;Foul Play;Overheat;Dream Eater;Heat Wave;Psychic;Hidden Power;Cut;Secret Power;Flame Charge;Power-Up Punch;Solar Beam;Fire Blast;Flamethrower;Echoed Voice;Fire Pledge;Facade;Snore,Eating a twig fills it with energy* and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.
654,Braixen,fire,,59,59,58,90,70,73,6,1.0,14.5,0,Psyshock;Thief;Psybeam;Round;Fire Punch;Covet;Zen Headbutt;Incinerate;Iron Tail;Scratch;Ember;Foul Play;Overheat;Dream Eater;Heat Wave;Psychic;Hidden Power;Cut;Secret Power;Flame Charge;Thunder Punch;Power-Up Punch;Solar Beam;Fire Blast;Flamethrower;Echoed Voice;Fire Pledge;Facade;Snore,It has a twig stuck in its tail. With friction from its tail fur* it sets the twig on fire and launches into battle.
655,Delphox,fire,psychic,75,69,72,114,100,104,6,1.5,39.0,0,Fire Punch;Covet;Zen Headbutt;Overheat;Secret Power;Power-Up Punch;Solar Beam;Psyshock;Psybeam;Round;Dazzling Gleam;Iron Tail;Scratch;Flame Charge;Thunder Punch;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Mystical Fire;Heat Wave;Cut;Blast Burn;Fire Pledge;Facade;Hyper Beam;Thief;Incinerate;Ember;Foul Play;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Giga Impact,It gazes into the flame at the tip of its branch to achieve a focused state* which allows it to see into the future.
656,Froakie,water,,41,56,40,62,44,71,6,0.3,7.0,0,Strength;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Dig;Rock Slide;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Cut;Water Pledge;Surf;Power-Up Punch;Ice Beam;Rock Smash;Echoed Voice;Smack Down;Facade;Snore;Dive,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,Frogadier,water,,54,63,52,83,56,97,6,0.6,10.9,0,Strength;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Dig;Rock Slide;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Cut;Water Pledge;Surf;Power-Up Punch;Ice Punch;Ice Beam;Rock Smash;Dark Pulse;Echoed Voice;Smack Down;Facade;Snore;Dive,It can throw bubble-covered pebbles with precise control* hitting empty cans up to a hundred feet away.
658,Greninja,water,dark,72,145,67,153,71,132,6,1.5,40.0,0,Strength;Shadow Sneak;Cut;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Extrasensory;Dig;Rock Slide;Water Shuriken;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Brutal Swing;Night Slash;Water Pledge;Surf;Power-Up Punch;Ice Punch;Ice Beam;Hydro Cannon;Rock Smash;Dark Pulse;Echoed Voice;Smack Down;Facade;Hyper Beam;Snore;Giga Impact;Dive,It creates throwing stars out of compressed water. When it spins them and throws them at high speed* these stars can split metal in two.
659,Bunnelby,normal,,38,36,38,32,36,57,6,0.4,5.0,0,Strength;Double Slap;Bounce;Thief;Round;Iron Head;Quick Attack;Brick Break;Stone Edge;Dig;Mud-Slap;Payback;Rock Slide;Iron Tail;U-turn;Take Down;Earthquake;Hidden Power;Cut;Bulldoze;Secret Power;Surf;Power-Up Punch;Rock Smash;Smack Down;Mud Shot;Last Resort;Wild Charge;Facade;Sludge Bomb;Snore;Rollout;Double Kick,They use their large ears to dig burrows. They will dig the whole night through.
660,Diggersby,normal,ground,85,56,77,50,77,78,6,1.0,42.4,0,Fire Punch;Focus Punch;Dig;U-turn;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Sludge Bomb;Double Slap;Bounce;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Iron Tail;Earthquake;Thunder Punch;Smack Down;Mud Shot;Wild Charge;Knock Off;Payback;Cut;Surf;Last Resort;Facade;Hyper Beam;Rollout;Strength;Thief;Quick Attack;Foul Play;Hidden Power;Brutal Swing;Hammer Arm;Earth Power;Snore;Double Kick;Uproar;Giga Impact,With their powerful ears* they can heft boulders of a ton or more with ease. They can be a big help at construction sites.
661,Fletchling,normal,flying,45,50,43,40,38,62,6,0.3,1.7,0,Peck;Thief;Round;Quick Attack;Steel Wing;Overheat;U-turn;Fly;Heat Wave;Hidden Power;Secret Power;Flame Charge;Facade;Snore;Acrobatics,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,Fletchinder,fire,flying,62,73,55,56,52,84,6,0.7,16.0,0,Peck;Thief;Round;Quick Attack;Incinerate;Steel Wing;Overheat;Ember;U-turn;Fly;Heat Wave;Hidden Power;Secret Power;Flame Charge;Fire Blast;Flamethrower;Facade;Snore;Acrobatics,From its beak* it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.
663,Talonflame,fire,flying,78,81,71,74,69,126,6,1.2,24.5,0,Peck;Thief;Round;Quick Attack;Incinerate;Steel Wing;Overheat;Ember;U-turn;Fly;Heat Wave;Hidden Power;Brave Bird;Secret Power;Flame Charge;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Facade;Hyper Beam;Snore;Giga Impact;Acrobatics,In the fever of an exciting battle* it showers embers from the gaps between its feathers and takes to the air.
664,Scatterbug,bug,,38,35,40,27,25,35,6,0.3,2.5,0,Bug Bite,When under attack from bird Pokémon* it spews a poisonous black powder that causes paralysis on contact.
665,Spewpa,bug,,45,22,60,27,30,29,6,0.3,8.4,0,Bug Bite;Electroweb,It lives hidden within thicket shadows. When predators attack* it quickly bristles the fur covering its body in an effort to threaten them.
666,Vivillon,bug,flying,80,52,50,90,50,89,6,1.2,17.0,0,Gust;Thief;Psybeam;Round;Hurricane;Bug Bite;Energy Ball;U-turn;Dream Eater;Bug Buzz;Psychic;Hidden Power;Secret Power;Draining Kiss;Infestation;Struggle Bug;Solar Beam;Signal Beam;Electroweb;Facade;Hyper Beam;Giga Drain;Snore;Giga Impact;Acrobatics,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,Litleo,fire,normal,62,50,58,73,54,72,6,0.6,13.5,0,Strength;Hyper Voice;Thief;Round;Fire Fang;Incinerate;Headbutt;Crunch;Dig;Payback;Retaliate;Iron Tail;Overheat;Ember;Take Down;Heat Wave;Hidden Power;Bulldoze;Flame Charge;Secret Power;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Dark Pulse;Echoed Voice;Wild Charge;Facade;Snore;Snarl,The stronger the opponent it faces* the more heat surges from its mane and the more power flows through its body.
668,Pyroar,fire,normal,86,68,72,109,66,106,6,1.5,81.5,0,Strength;Hyper Voice;Bounce;Thief;Round;Fire Fang;Incinerate;Headbutt;Crunch;Dig;Payback;Retaliate;Iron Tail;Overheat;Ember;Take Down;Heat Wave;Hidden Power;Bulldoze;Flame Charge;Secret Power;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Dark Pulse;Echoed Voice;Wild Charge;Facade;Hyper Beam;Snore;Snarl;Giga Impact,The male with the largest mane of fire is the leader of the pride.
669,Flabebe,fairy,,44,38,39,61,79,42,6,0.1,0.1,0,Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Facade,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,Floette,fairy,,74,65,67,125,128,92,6,0.2,0.9,0,Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Facade,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,Florges,fairy,,78,65,68,112,154,75,6,1.1,10.0,0,Light of Ruin;Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Hyper Beam;Facade;Giga Impact,It claims exquisite flower gardens as its territory* and it obtains power from basking in the energy emitted by flowering plants.
672,Skiddo,grass,,66,65,48,62,57,52,6,0.9,31.0,0,Strength;Round;Horn Leech;Double-Edge;Zen Headbutt;Brick Break;Dig;Payback;Rock Slide;Retaliate;Energy Ball;Iron Tail;Take Down;Seed Bomb;Hidden Power;Bulldoze;Secret Power;Vine Whip;Surf;Solar Beam;Rock Smash;Wild Charge;Razor Leaf;Facade;Giga Drain;Rollout;Snore;Leaf Blade,Thought to be one of the first Pokémon to live in harmony with humans* it has a placid disposition.
673,Gogoat,grass,,123,100,62,97,81,68,6,1.7,91.0,0,Strength;Bounce;Round;Horn Leech;Double-Edge;Zen Headbutt;Brick Break;Dig;Payback;Rock Slide;Retaliate;Energy Ball;Iron Tail;Take Down;Earthquake;Seed Bomb;Superpower;Hidden Power;Bulldoze;Secret Power;Vine Whip;Surf;Solar Beam;Rock Smash;Wild Charge;Razor Leaf;Hyper Beam;Giga Drain;Rollout;Snore;Facade;Giga Impact;Leaf Blade,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,Pancham,fighting,,67,82,62,46,48,43,6,0.6,8.0,0,Hyper Voice;Body Slam;Fire Punch;Covet;Zen Headbutt;Focus Punch;Comet Punch;Dig;Superpower;Bulldoze;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Arm Thrust;Circle Throw;Sludge Bomb;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Power Trip;False Swipe;Thunder Punch;Slash;Dark Pulse;Echoed Voice;Dual Chop;Karate Chop;Knock Off;Crunch;Payback;Retaliate;Cut;Surf;Drain Punch;Facade;Strength;Sky Uppercut;Foul Play;Hidden Power;Storm Throw;Low Sweep;Snore;Uproar,It does its best to be taken seriously by its enemies* but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.
675,Pangoro,fighting,dark,95,124,78,69,71,58,6,2.1,136.0,0,Hyper Voice;Body Slam;Fire Punch;Covet;Zen Headbutt;Focus Punch;Comet Punch;Dig;Superpower;Bulldoze;Secret Power;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Arm Thrust;Circle Throw;Sludge Bomb;Focus Blast;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Earthquake;Power Trip;False Swipe;Thunder Punch;Slash;Dark Pulse;Echoed Voice;Dragon Claw;Dual Chop;X-Scissor;Karate Chop;Knock Off;Crunch;Payback;Retaliate;Cut;Surf;Drain Punch;Facade;Hyper Beam;Snarl;Strength;Thief;Sky Uppercut;Foul Play;Hidden Power;Storm Throw;Infestation;Low Sweep;Hammer Arm;Bullet Punch;Snore;Uproar;Giga Impact,Although it possesses a violent temperament* it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.
676,Furfrou,normal,,75,80,60,65,90,102,6,1.2,28.0,0,Hyper Voice;Round;Zen Headbutt;Headbutt;Dig;Charge Beam;Retaliate;Iron Tail;U-turn;Take Down;Hidden Power;Secret Power;Surf;Bite;Rock Smash;Sucker Punch;Echoed Voice;Dark Pulse;Last Resort;Wild Charge;Facade;Snore;Uproar;Snarl;Giga Impact,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Espurr,psychic,,62,48,54,63,60,68,6,0.3,3.5,0,Psyshock;Fake Out;Psybeam;Round;Covet;Zen Headbutt;Charge Beam;Payback;Energy Ball;Iron Tail;Scratch;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Cut;Secret Power;Signal Beam;Dark Pulse;Echoed Voice;Facade;Snore,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,Meowstic,psychic,,74,48,76,83,81,104,6,0.6,8.5,0,Psyshock;Fake Out;Psybeam;Round;Covet;Zen Headbutt;Charge Beam;Dig;Payback;Energy Ball;Iron Tail;Scratch;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Cut;Secret Power;Power-Up Punch;Signal Beam;Sucker Punch;Echoed Voice;Dark Pulse;Shadow Ball;Facade;Snore;Hyper Beam;Giga Impact,When in danger* it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.
679,Honedge,steel,ghost,45,80,100,35,37,28,6,0.8,2.0,0,Shadow Sneak;Iron Head;Brick Break;Rock Slide;Shadow Claw;Retaliate;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Facade;Snore;Sacred Sword,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,Doublade,steel,ghost,59,110,150,45,49,35,6,0.8,4.5,0,Shadow Sneak;Iron Head;Brick Break;Rock Slide;Shadow Claw;Retaliate;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Facade;Snore;Sacred Sword,When Honedge evolves* it divides into two swords* which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.
681,Aegislash,steel,ghost,60,150,50,150,50,60,6,1.7,53.0,0,Shadow Sneak;Iron Head;Round;Brick Break;Rock Slide;Head Smash;Retaliate;Shadow Claw;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Shadow Ball;Facade;Hyper Beam;Snore;Sacred Sword;Giga Impact,Generations of kings were attended by these Pokémon* which used their spectral power to manipulate and control people and Pokémon.
682,Spritzee,fairy,,78,52,60,63,65,23,6,0.2,0.5,0,Round;Covet;Charge Beam;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Moonblast;Psychic;Hidden Power;Fairy Wind;Secret Power;Draining Kiss;Flash Cannon;Echoed Voice;Facade;Snore,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,Aromatisse,fairy,,101,72,72,99,89,29,6,0.8,15.5,0,Thunder;Psyshock;Round;Covet;Charge Beam;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Moonblast;Psychic;Hidden Power;Fairy Wind;Secret Power;Draining Kiss;Flash Cannon;Drain Punch;Echoed Voice;Facade;Snore;Hyper Beam;Giga Impact,It devises various scents* pleasant and unpleasant* and emits scents that its enemies dislike in order to gain an edge in battle.
684,Swirlix,fairy,,62,48,66,59,57,49,6,0.4,3.5,0,Thief;Round;Covet;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Psychic;Hidden Power;Fairy Wind;Secret Power;Surf;Draining Kiss;Flamethrower;Play Rough;Facade;Snore,To entangle its opponents in battle* it extrudes white threads as sweet and sticky as cotton candy.
685,Slurpuff,fairy,,82,80,86,85,75,72,6,0.8,5.0,0,Thief;Round;Covet;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Psychic;Hidden Power;Fairy Wind;Secret Power;Surf;Draining Kiss;Drain Punch;Flamethrower;Play Rough;Hyper Beam;Snore;Facade;Giga Impact,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,Inkay,dark,psychic,53,54,53,37,46,45,6,0.4,3.5,0,Peck;Thief;Psybeam;Constrict;Round;Knock Off;Rock Slide;Payback;Retaliate;Foul Play;Thunderbolt;Psychic;Superpower;Hidden Power;Secret Power;Cut;Night Slash;Slash;Psycho Cut;Flamethrower;Dark Pulse;Facade;Snore;Pluck,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,Malamar,dark,psychic,86,92,88,68,75,73,6,1.5,47.0,0,Peck;Psyshock;Thief;Psybeam;Constrict;Round;Knock Off;Rock Slide;Payback;Retaliate;Foul Play;Thunderbolt;Psychic;Superpower;Hidden Power;Secret Power;Cut;Brutal Swing;Night Slash;Slash;Signal Beam;Psycho Cut;Flamethrower;Dark Pulse;Facade;Hyper Beam;Snore;Pluck;Giga Impact,It wields the most compelling hypnotic powers of any Pokémon* and it forces others to do whatever it wants.
688,Binacle,rock,water,42,52,67,39,56,50,6,0.5,31.0,0,Dig;Scald;Fury Swipes;Bulldoze;Secret Power;Night Slash;Power-Up Punch;Rock Smash;Sludge Wave;Sludge Bomb;Round;Razor Shell;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Scratch;Earthquake;False Swipe;Cross Chop;Slash;Ice Beam;Smack Down;Dual Chop;X-Scissor;Ancient Power;Payback;Cut;Water Gun;Surf;Facade;Strength;Thief;Water Pulse;Icy Wind;Hidden Power;Fury Cutter;Infestation;Snore,Two Binacle live together on one rock. When they fight* one of them will move to a different rock.
689,Barbaracle,rock,water,72,105,115,54,86,68,6,1.3,96.0,0,Dig;Scald;Superpower;Fury Swipes;Bulldoze;Secret Power;Night Slash;Power-Up Punch;Rock Smash;Sludge Wave;Sludge Bomb;Focus Blast;Skull Bash;Round;Razor Shell;Stone Edge;Brick Break;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Scratch;Earthquake;False Swipe;Cross Chop;Slash;Ice Beam;Dragon Claw;Smack Down;Dual Chop;X-Scissor;Ancient Power;Payback;Cut;Water Gun;Surf;Facade;Hyper Beam;Strength;Thief;Water Pulse;Icy Wind;Hidden Power;Brutal Swing;Fury Cutter;Infestation;Earth Power;Snore;Giga Impact,When they evolve* two Binacle multiply into seven. They fight with the power of seven Binacle.
690,Skrelp,poison,water,50,60,60,60,60,30,6,0.5,7.3,0,Acid;Bounce;Round;Hydro Pump;Waterfall;Iron Tail;Thunderbolt;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Venoshock;Outrage;Sludge Wave;Shadow Ball;Poison Tail;Sludge Bomb;Play Rough;Snore;Facade;Aqua Tail;Dragon Pulse;Dive,Camouflaged as rotten kelp* they spray liquid poison on prey that approaches unawares and then finish it off.
691,Dragalge,poison,dragon,65,75,90,97,123,44,6,1.8,81.5,0,Acid;Thunder;Bounce;Round;Hydro Pump;Waterfall;Twister;Draco Meteor;Iron Tail;Water Pulse;Thunderbolt;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Venoshock;Outrage;Sludge Wave;Dragon Tail;Shadow Ball;Poison Tail;Sludge Bomb;Play Rough;Snore;Hyper Beam;Facade;Aqua Tail;Dragon Pulse;Giga Impact;Dive;Focus Blast,Their poison is strong enough to eat through the hull of a tanker* and they spit it indiscriminately at anything that enters their territory.
692,Clauncher,water,,50,53,62,58,63,44,6,0.5,8.3,0,Bounce;Round;Waterfall;Rock Slide;Iron Tail;U-turn;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Cut;Water Gun;Aqua Jet;Surf;Vice Grip;Venoshock;Muddy Water;Ice Beam;Bubble Beam;Flash Cannon;Smack Down;Sludge Wave;Sludge Bomb;Facade;Snore;Aqua Tail;Dragon Pulse;Dive,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Clawitzer,water,,71,73,88,120,89,59,6,1.3,35.3,0,Bounce;Round;Waterfall;Rock Slide;Iron Tail;U-turn;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Cut;Water Gun;Aqua Jet;Surf;Vice Grip;Venoshock;Muddy Water;Ice Beam;Bubble Beam;Flash Cannon;Dark Pulse;Smack Down;Sludge Wave;Shadow Ball;Sludge Bomb;Hyper Beam;Snore;Facade;Aqua Tail;Dragon Pulse;Giga Impact;Dive;Focus Blast,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,Helioptile,electric,normal,44,38,33,61,43,70,6,0.5,6.0,0,Parabolic Charge;Thunder;Thunder Shock;Round;Volt Switch;Quick Attack;Charge Beam;Dig;Mud-Slap;Rock Slide;Iron Tail;U-turn;Thunderbolt;Pound;Hidden Power;Cut;Bulldoze;Secret Power;Surf;Low Sweep;Signal Beam;Dark Pulse;Electroweb;Wild Charge;Dragon Tail;Facade;Snore,They make their home in deserts. They can generate their energy from basking in the sun* so eating food is not a requirement.
695,Heliolisk,electric,normal,62,55,52,109,94,109,6,1.0,21.0,0,Parabolic Charge;Thunder;Hyper Voice;Thunder Shock;Round;Fire Punch;Volt Switch;Quick Attack;Charge Beam;Dig;Mud-Slap;Rock Slide;Iron Tail;U-turn;Thunderbolt;Pound;Hidden Power;Bulldoze;Secret Power;Cut;Brutal Swing;Surf;Thunder Punch;Low Sweep;Signal Beam;Dark Pulse;Electroweb;Wild Charge;Dragon Tail;Facade;Hyper Beam;Snore;Dragon Pulse;Giga Impact;Focus Blast,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
696,Tyrunt,rock,dragon,58,89,77,45,45,48,6,0.8,26.0,0,Strength;Stomp;Hyper Voice;Round;Iron Head;Thunder Fang;Zen Headbutt;Fire Fang;Brick Break;Stone Edge;Crunch;Ancient Power;Dig;Rock Slide;Draco Meteor;Iron Tail;Earthquake;Superpower;Hidden Power;Bulldoze;Secret Power;Poison Fang;Thrash;Outrage;Bite;Earth Power;Rock Smash;Dark Pulse;Dragon Claw;Dragon Tail;Facade;Snore;Ice Fang;Dragon Pulse,This Pokémon was restored from a fossil. If something happens that it doesn’t like* it throws a tantrum and runs wild.
